method,mechanism,rate,seed,n_test_patients,shap_rmse,lime_mean_rho,lime_median_rho,lime_n_valid,lime_n_invalid
RF-iterative,MNAR,0.2,43,60,0.030732527408398855,0.8985347985347986,0.9120879120879121,60,0
RF-iterative,MNAR,0.2,44,60,0.01765855507195266,0.9006410256410258,0.9065934065934067,60,0
RF-iterative,MNAR,0.2,45,60,0.014201513704796631,0.9478021978021979,0.9560439560439561,60,0
RF-iterative,MNAR,0.2,46,60,0.028370800619692278,0.8987179487179487,0.9093406593406594,60,0
RF-iterative,MNAR,0.2,47,60,0.027864250364649845,0.8665750915750915,0.8763736263736264,60,0
RF-iterative,MNAR,0.2,48,60,0.03210877093347321,0.8673076923076923,0.8736263736263737,60,0
RF-iterative,MNAR,0.2,49,60,0.02503466476255613,0.8894688644688646,0.8983516483516483,60,0
RF-iterative,MNAR,0.3,42,60,0.030325974062085086,0.8704212454212455,0.8846153846153846,60,0
RF-iterative,MNAR,0.3,43,60,0.034709133549162975,0.8377289377289376,0.8516483516483516,60,0
RF-iterative,MNAR,0.3,44,60,0.039251685738815094,0.8095238095238092,0.8269230769230769,60,0
RF-iterative,MNAR,0.3,45,60,0.04215749981699484,0.8242673992673991,0.8241758241758241,60,0
RF-iterative,MNAR,0.3,46,60,0.03271178358564351,0.8539377289377289,0.8626373626373626,60,0
RF-iterative,MNAR,0.3,47,60,0.05103848020267196,0.6919413919413919,0.6978021978021978,60,0
RF-iterative,MNAR,0.3,48,60,0.05280798185989882,0.7679487179487179,0.7664835164835164,60,0
RF-iterative,MNAR,0.3,49,60,0.024189305223722566,0.865934065934066,0.8708791208791209,60,0
